id,listing_url,scrape_id,last_scraped,source,name,description,neighborhood_overview,picture_url,host_id,host_url,host_name,host_since,host_location,host_about,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_thumbnail_url,host_picture_url,host_neighbourhood,host_listings_count,host_total_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,calendar_updated,has_availability,availability_30,availability_60,availability_90,availability_365,calendar_last_scraped,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,availability_eoy,number_of_reviews_ly,estimated_occupancy_l365d,estimated_revenue_l365d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,license,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
1296756366433115082,https://www.airbnb.com/rooms/1296756366433115082,20251005230129,2025-10-06,city scrape,"Room In Albany, NY","Welcome to this charming room in Albany completely remodeled to the studs in '21!<br />Centrally located in the peaceful Pine Hill neighborhood. It's walking distance to restaurants, bars, grocery store & historic<br />Washington Park. 2 mi to SUNY and 1 mi to Albany Medical. Great for couples, traveling nurse, business professionals. Street parking available in front of the house. Your room is smart TV equipped with live cable for watching all your guilty pleasures, so feel free to bring your own login !",,https://a0.muscache.com/pictures/hosting/Hosting-1296756366433115082/original/fc036121-a8ce-41ce-856f-319dcfa09073.jpeg,663670719,https://www.airbnb.com/users/show/663670719,Elhadj,2024-11-23,"Latham, NY","Hello! My name is Elhadj (El Haj) I work in Telecommunications Sales and Real Estate investor. I love to travel, enjoy playing soccer and finding local food gems. I am so excited to be your host and will always strive for five star experiences! (:",within an hour,100%,100%,t,https://a0.muscache.com/im/pictures/user/User/original/1412dca0-a960-4be8-8127-635553fdfcc4.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User/original/1412dca0-a960-4be8-8127-635553fdfcc4.jpeg?aki_policy=profile_x_medium,Pine Hills,3,3,"['email', 'phone']",t,t,,ELEVENTH WARD,,42.66294970341223,-73.7789027115689,Private room in rental unit,Private room,2,1.0,1 shared bath,1,1,"[""Air conditioning"", ""Bathtub"", ""Heating"", ""Private entrance"", ""Oven"", ""Dishes and silverware"", ""Refrigerator"", ""Portable fans"", ""Cooking basics"", ""Keypad"", ""Essentials"", ""Exterior security cameras on property"", ""Books and reading material"", ""Hot water"", ""Bed linens"", ""Shower gel"", ""Extra pillows and blankets"", ""Wifi"", ""Kitchen"", ""Microwave"", ""Self check-in"", ""Cleaning products"", ""Long term stays allowed"", ""Carbon monoxide alarm"", ""Lock on bedroom door"", ""TV"", ""Conditioner"", ""Laundromat nearby"", ""Shampoo"", ""Clothing storage"", ""Body soap"", ""Hangers"", ""Smoke alarm"", ""First aid kit"", ""Stove"", ""Room-darkening shades"", ""Fire extinguisher"", ""Coffee"", ""Cleaning available during stay"", ""Freezer"", ""Free street parking"", ""Drying rack for clothing"", ""Board games"", ""Iron"", ""Hair dryer"", ""Dedicated workspace""]",$39.00,1,365,1,1,365,365,1.0,365.0,,t,0,12,24,297,2025-10-06,80,80,5,21,10,255,9945,2024-12-01,2025-09-23,4.89,4.88,4.79,4.96,4.95,4.66,4.89,,f,3,0,3,0,7.74
1298067362380112500,https://www.airbnb.com/rooms/1298067362380112500,20251005230129,2025-10-05,city scrape,Fresh & Modernized 2BR Fl 1 Apt @ Downtown Albany,"2-bed 1st floor apt. in a renovated historic two-century-old building in a quiet neighborhood of Albany's Pastures. Great location near Albany Medical Center, MVP Arena, Empire State Plaza, Library, Lark Street, State Offices, courts; easy access to local & regional bus routes and highways (I-787, I-90 & I-87).<br /><br />1 King bed<br />1 Queen bed<br />Cozy gas fireplace in living room<br />Up to 6 NON-SMOKING guests<br />Toiletries included<br /><br />Save & BOOK this unit today!<br />Message me anytime. Hope to welcome you soon!<br /><br />-Earl",,https://a0.muscache.com/pictures/hosting/Hosting-U3RheVN1cHBseUxpc3Rpbmc6MTI5ODA2NzM2MjM4MDExMjUwMA%3D%3D/original/22c9130a-9c42-4837-abe4-27d5a871d071.jpeg,44434571,https://www.airbnb.com/users/show/44434571,Earl Vanze,2015-09-17,,"I grew up in Cebu, Philippines and moved to the Albany, NY area when I was ten years old. Since getting my Bachelor's in Computer Engineering from NYU Tandon, I've worked in video production, higher education, satellite engineering, crypto, and real estate. I love traveling on small budgets (with the help of award travel with credit card points and miles), and I have a passion for technology, real estate investment, and entrepreneurship.",within an hour,100%,99%,t,https://a0.muscache.com/im/pictures/user/6bc9c700-81be-4452-b5f4-df6fba4cd395.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/6bc9c700-81be-4452-b5f4-df6fba4cd395.jpg?aki_policy=profile_x_medium,Pastures,19,21,"['email', 'phone']",t,t,,SECOND WARD,,42.64441207268658,-73.7522667363394,Entire rental unit,Entire home/apt,6,1.0,1 bath,2,2,"[""Air conditioning"", ""Bathtub"", ""Heating"", ""Coffee maker"", ""Oven"", ""Dishes and silverware"", ""Refrigerator"", ""Dishwasher"", ""Indoor fireplace"", ""Cooking basics"", ""Essentials"", ""Exterior security cameras on property"", ""Hot water"", ""Bed linens"", ""Shower gel"", ""Extra pillows and blankets"", ""Free washer \u2013 In building"", ""Wifi"", ""Kitchen"", ""Microwave"", ""Dining table"", ""Self check-in"", ""Smart lock"", ""Baking sheet"", ""Hot water kettle"", ""Carbon monoxide alarm"", ""Pets allowed"", ""TV"", ""Free dryer \u2013 In unit"", ""Conditioner"", ""Toaster"", ""Shampoo"", ""Clothing storage"", ""Body soap"", ""Hangers"", ""Noise decibel monitors on property"", ""Smoke alarm"", ""First aid kit"", ""Stove"", ""Free parking on premises"", ""Fire extinguisher"", ""Coffee"", ""Freezer"", ""Iron"", ""Hair dryer"", ""Dedicated workspace""]",$104.00,1,365,1,3,1125,1125,2.2,1125.0,,t,24,54,84,359,2025-10-05,39,39,3,82,0,234,24336,2025-01-01,2025-09-17,4.62,4.72,4.77,4.85,4.82,4.23,4.67,,f,11,11,0,0,4.21
1298625208863760034,https://www.airbnb.com/rooms/1298625208863760034,20251005230129,2025-10-06,city scrape,Mid-century Cozy Retreat W/D,"The newly renovated unit features a 4K Smart TV, in unit washer/dryer, fully functional kitchen and bathroom, high speed internet, and your very own private entrance separate from the building unit entrance. <br /><br />This unit is very cozy and private.",,https://a0.muscache.com/pictures/miso/Hosting-1298625208863760034/original/2ee43d20-8bc4-43fe-99b7-e760ec235a2e.jpeg,47625981,https://www.airbnb.com/users/show/47625981,Linda,2015-10-28,"Albany, NY","",within an hour,95%,94%,f,https://a0.muscache.com/im/pictures/user/fcdee17f-16de-4999-98d5-c28b545cc982.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/fcdee17f-16de-4999-98d5-c28b545cc982.jpg?aki_policy=profile_x_medium,Mansion Area,18,20,"['email', 'phone']",t,t,,SEVENTH WARD,,42.64882383528059,-73.7666466200598,Entire rental unit,Entire home/apt,2,1.0,1 bath,1,1,"[""Coffee maker: Keurig coffee machine"", ""Wine glasses"", ""Air conditioning"", ""Heating"", ""Private entrance"", ""Oven"", ""Dishes and silverware"", ""Hockey rink"", ""Refrigerator"", ""Dishwasher"", ""Washer"", ""Cooking basics"", ""Essentials"", ""Lockbox"", ""Single level home"", ""Exterior security cameras on property"", ""Hot water"", ""Bed linens"", ""Shower gel"", ""Extra pillows and blankets"", ""Wifi"", ""Kitchen"", ""Microwave"", ""Dining table"", ""Self check-in"", ""Cleaning products"", ""Long term stays allowed"", ""Carbon monoxide alarm"", ""Pets allowed"", ""TV"", ""Shampoo"", ""Clothing storage"", ""Free parking on premises"", ""Smoke alarm"", ""Hangers"", ""Dryer"", ""Stove"", ""Room-darkening shades"", ""Coffee"", ""Cleaning available during stay"", ""Freezer"", ""Iron"", ""Hair dryer"", ""Dedicated workspace""]",$108.00,1,365,1,2,365,365,1.3,365.0,,t,12,42,72,347,2025-10-06,6,6,0,69,1,36,3888,2024-12-08,2025-08-18,4.5,4.83,5.0,5.0,4.33,4.67,4.83,,f,17,17,0,0,0.59
1300644516303671513,https://www.airbnb.com/rooms/1300644516303671513,20251005230129,2025-10-05,city scrape,Hope On The Hill,"Keep it simple at this peaceful and centrally-located place.2 bedroom townhouse, 1.5 bath with pool table  and arcade games for the gamers. 4 minutes to downtown Albany 1 minute to interstate I-87 & 787, Popeyes, Sonic, Dunkin Donuts.",,https://a0.muscache.com/pictures/hosting/Hosting-U3RheVN1cHBseUxpc3Rpbmc6MTMwMDY0NDUxNjMwMzY3MTUxMw%3D%3D/original/7fb87edc-1465-40a3-a387-9f5c1943af3c.jpeg,341431807,https://www.airbnb.com/users/show/341431807,Rakee,2020-03-12,"Albany, NY","",within an hour,100%,96%,f,https://a0.muscache.com/im/pictures/user/User-341431807/original/c3b16b5e-d634-46cd-b420-1f5b869ccccb.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-341431807/original/c3b16b5e-d634-46cd-b420-1f5b869ccccb.jpeg?aki_policy=profile_x_medium,Mount Hope,1,1,['phone'],t,t,,FIRST WARD,,42.6310402282283,-73.77196507981581,Entire home,Entire home/apt,5,1.5,1.5 baths,2,1,"[""Air conditioning"", ""Game console"", ""Ge single oven"", ""Exterior security cameras on property"", ""Books and reading material"", ""Hot water"", ""Bed linens"", ""Shower gel"", ""Extra pillows and blankets"", ""Wifi"", ""Kitchen"", ""Microwave"", ""Cleaning products"", ""Central heating"", ""Hot water kettle"", ""Long term stays allowed"", ""Carbon monoxide alarm"", ""Pool table"", ""TV"", ""Conditioner"", ""Laundromat nearby"", ""Clothing storage"", ""Body soap"", ""Hangers"", ""Smoke alarm"", ""First aid kit"", ""Free parking on premises"", ""Room-darkening shades"", ""Fire extinguisher"", ""Freezer"", ""Blender"", ""Free street parking"", ""V05 shampoo"", ""Iron"", ""Hair dryer"", ""Dedicated workspace"", ""Private patio or balcony""]",$104.00,2,365,2,2,365,365,2.0,365.0,,t,27,57,87,362,2025-10-05,11,11,0,85,2,66,6864,2024-12-12,2025-08-23,4.0,4.0,4.27,4.64,4.55,4.36,3.91,,f,1,1,0,0,1.11
1308084493028885153,https://www.airbnb.com/rooms/1308084493028885153,20251005230129,2025-10-05,city scrape,‘The Blue Home’ Private Bedroom 2 / 1 Full Bath,"Welcome to your private bedroom in this newly renovated 4-bedroom, 1-bathroom apartment in the heart of Albany! Enjoy the warmth of refinished 130-year-old hardwood floors and relax by the custom stone fireplace with a 50-inch Samsung Smart TV. The fully equipped kitchen includes a dishwasher, and laundry facilities are conveniently located in the basement. Blackout curtains in each room provide a peaceful night's sleep. Free street parking is available. Please note that guests are not allowed.",,https://a0.muscache.com/pictures/hosting/Hosting-1308084493028885153/original/8ce7148d-4af3-4963-8d7c-659df15a40cf.jpeg,349460842,https://www.airbnb.com/users/show/349460842,Scott,2020-06-10,"Albany, NY",Hi my name is Scott Guadagnino. I’ve been in the Albany area for 9 years. Went to school in South Carolina. We love hosting and having guests at our Airbnb’s!,within an hour,100%,100%,t,https://a0.muscache.com/im/pictures/user/User-349460842/original/b19931f2-cd8b-4aec-96be-ecf0a6a0161d.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-349460842/original/b19931f2-cd8b-4aec-96be-ecf0a6a0161d.jpeg?aki_policy=profile_x_medium,Pine Hills,17,17,"['email', 'phone']",t,t,,TENTH WARD,,42.66299894556866,-73.7825558531992,Private room in home,Private room,1,1.0,1 shared bath,1,1,"[""Wine glasses"", ""Air conditioning"", ""Heating"", ""Private entrance"", ""Coffee maker"", ""Oven"", ""Dishes and silverware"", ""Refrigerator"", ""Dishwasher"", ""Washer"", ""Portable fans"", ""Indoor fireplace"", ""Outdoor furniture"", ""Cooking basics"", ""Keypad"", ""Essentials"", ""Exterior security cameras on property"", ""Hot water"", ""Bed linens"", ""Shower gel"", ""Extra pillows and blankets"", ""Wifi"", ""Kitchen"", ""Microwave"", ""Dining table"", ""Self check-in"", ""Cleaning products"", ""Patio or balcony"", ""Baking sheet"", ""Hot water kettle"", ""Long term stays allowed"", ""Carbon monoxide alarm"", ""Lock on bedroom door"", ""TV"", ""Conditioner"", ""Toaster"", ""Laundromat nearby"", ""Shampoo"", ""Clothing storage"", ""Body soap"", ""Hangers"", ""Smoke alarm"", ""First aid kit"", ""Dryer"", ""Stove"", ""Room-darkening shades"", ""Fire extinguisher"", ""Freezer"", ""Barbecue utensils"", ""Free street parking"", ""Iron"", ""Backyard"", ""Private living room"", ""Hair dryer"", ""Dedicated workspace""]",$56.00,28,365,28,28,365,365,28.0,365.0,,t,0,0,0,259,2025-10-05,1,1,0,0,0,56,3136,2025-08-13,2025-08-13,5.0,4.0,5.0,5.0,5.0,4.0,5.0,,f,17,4,13,0,0.56
1308111521841678866,https://www.airbnb.com/rooms/1308111521841678866,20251005230129,2025-10-05,city scrape,‘The Blue Home’ Private Bedroom 4 / 1 Full Bath,"‘The Blue Home’ Settle into your private bedroom in this newly renovated 4 bedroom, 1 bath apt. Nestled in the heart of Albany! This fantastic space features refinished 130-year-old hardwood floors, creating a warm and inviting atmosphere. A custom stone fireplace, complete with a 50-inch Samsung Smart TV, is the focal point of the living area. The kitchen is fully equipped, with a dishwasher. Laundry is conveniently located in the basement. Free street parking. No guests allowed allowed.",,https://a0.muscache.com/pictures/hosting/Hosting-1308111521841678866/original/aeadb656-4268-4ea9-901d-efc0ac1d2184.jpeg,349460842,https://www.airbnb.com/users/show/349460842,Scott,2020-06-10,"Albany, NY",Hi my name is Scott Guadagnino. I’ve been in the Albany area for 9 years. Went to school in South Carolina. We love hosting and having guests at our Airbnb’s!,within an hour,100%,100%,t,https://a0.muscache.com/im/pictures/user/User-349460842/original/b19931f2-cd8b-4aec-96be-ecf0a6a0161d.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-349460842/original/b19931f2-cd8b-4aec-96be-ecf0a6a0161d.jpeg?aki_policy=profile_x_medium,Pine Hills,17,17,"['email', 'phone']",t,t,,TENTH WARD,,42.66239946679698,-73.78271260107455,Private room in home,Private room,1,1.0,1 shared bath,1,1,"[""Wine glasses"", ""Air conditioning"", ""Heating"", ""Private entrance"", ""Coffee maker"", ""Oven"", ""Dishes and silverware"", ""Refrigerator"", ""Dishwasher"", ""Washer"", ""Portable fans"", ""Indoor fireplace"", ""Outdoor furniture"", ""Cooking basics"", ""Keypad"", ""Essentials"", ""Exterior security cameras on property"", ""Hot water"", ""Bed linens"", ""Shower gel"", ""Extra pillows and blankets"", ""Wifi"", ""Kitchen"", ""Microwave"", ""Dining table"", ""Self check-in"", ""Cleaning products"", ""Patio or balcony"", ""Baking sheet"", ""Hot water kettle"", ""Long term stays allowed"", ""Carbon monoxide alarm"", ""Lock on bedroom door"", ""TV"", ""Conditioner"", ""Toaster"", ""Laundromat nearby"", ""Shampoo"", ""Clothing storage"", ""First aid kit"", ""Hangers"", ""Smoke alarm"", ""Dryer"", ""Stove"", ""Room-darkening shades"", ""Fire extinguisher"", ""Cleaning available during stay"", ""Freezer"", ""Barbecue utensils"", ""Free street parking"", ""Iron"", ""Backyard"", ""Private living room"", ""Hair dryer"", ""Dedicated workspace""]",$56.00,30,365,30,30,365,365,30.0,365.0,,t,0,0,0,156,2025-10-05,0,0,0,0,0,0,0,,,,,,,,,,,t,17,4,13,0,
1310170283925918533,https://www.airbnb.com/rooms/1310170283925918533,20251005230129,2025-10-05,city scrape,Private Room In Albany,"Welcome to this charming room in Albany completely remodeled to the studs in '21! Centrally located in the peaceful Pine Hill neighborhood. It’s walking distance to restaurants, bars, grocery store & historic Washington Park. 2 mi to SUNY and 1 mi to Albany Medical. Great for couples, traveling nurse, business professionals. Street parking available in front of the house. Your room is smart TV equipped with live cable for watching all your guilty pleasures, so feel free to bring your own login !",,https://a0.muscache.com/pictures/hosting/Hosting-1310170283925918533/original/a0200d22-d419-4685-a76c-1680f46dc6bd.jpeg,663670719,https://www.airbnb.com/users/show/663670719,Elhadj,2024-11-23,"Latham, NY","Hello! My name is Elhadj (El Haj) I work in Telecommunications Sales and Real Estate investor. I love to travel, enjoy playing soccer and finding local food gems. I am so excited to be your host and will always strive for five star experiences! (:",within an hour,100%,100%,t,https://a0.muscache.com/im/pictures/user/User/original/1412dca0-a960-4be8-8127-635553fdfcc4.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User/original/1412dca0-a960-4be8-8127-635553fdfcc4.jpeg?aki_policy=profile_x_medium,Pine Hills,3,3,"['email', 'phone']",t,t,,ELEVENTH WARD,,42.66375890730826,-73.77674406705056,Private room in rental unit,Private room,2,1.0,1 shared bath,1,1,"[""Air conditioning"", ""Bathtub"", ""Heating"", ""Private entrance"", ""Oven"", ""Dishes and silverware"", ""Refrigerator"", ""Portable fans"", ""Cooking basics"", ""Keypad"", ""Essentials"", ""Exterior security cameras on property"", ""Books and reading material"", ""Hot water"", ""Bed linens"", ""Shower gel"", ""Extra pillows and blankets"", ""Wifi"", ""Kitchen"", ""Microwave"", ""Self check-in"", ""Cleaning products"", ""Long term stays allowed"", ""Carbon monoxide alarm"", ""Lock on bedroom door"", ""TV"", ""Conditioner"", ""Laundromat nearby"", ""Shampoo"", ""Clothing storage"", ""Body soap"", ""Hangers"", ""Smoke alarm"", ""First aid kit"", ""Stove"", ""Room-darkening shades"", ""Fire extinguisher"", ""Coffee"", ""Cleaning available during stay"", ""Freezer"", ""Free street parking"", ""Drying rack for clothing"", ""Board games"", ""Iron"", ""Hair dryer"", ""Dedicated workspace""]",$57.00,1,365,1,1,365,365,1.0,365.0,,t,13,30,48,323,2025-10-05,48,48,1,46,2,255,14535,2024-12-22,2025-10-03,4.9,4.94,4.88,4.98,4.98,4.73,4.9,,f,3,0,3,0,5.00
1319619558594743733,https://www.airbnb.com/rooms/1319619558594743733,20251005230129,2025-10-05,city scrape,Prime Location - 1 Bedroom,"This beautiful furnished 1-bedroom apartment, nestled in a historic row house is located in the heart of Albany. Enjoy the natural beauty of Washington Park and the vibrant energy of Lark Street just around the corner, where you'll find an array of trendy restaurants, coffee shops, and bars.<br /><br />For those in the medical field, Albany Medical Center is only a short walk. You'll also have easy access to public transportation, with Downtown Albany and the University at Albany just minutes away.",,https://a0.muscache.com/pictures/hosting/Hosting-1319619558594743733/original/7ba6568f-8a12-4d84-b944-0aad4cd25d0f.jpeg,559146397,https://www.airbnb.com/users/show/559146397,Cathleen,2024-01-28,,"",within an hour,100%,50%,f,https://a0.muscache.com/im/pictures/user/User/original/204b3790-628d-49b3-9dd6-63615c60a08d.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User/original/204b3790-628d-49b3-9dd6-63615c60a08d.jpeg?aki_policy=profile_x_medium,Park South,2,2,"['email', 'phone']",t,f,,SIXTH WARD,,42.65331,-73.76971,Entire rental unit,Entire home/apt,2,1.0,1 bath,1,1,"[""Fire extinguisher"", ""Carbon monoxide alarm"", ""Lockbox"", ""TV"", ""Dedicated workspace"", ""Iron"", ""Exterior security cameras on property"", ""First aid kit"", ""Hair dryer"", ""Smoke alarm"", ""Wifi"", ""Kitchen"", ""Self check-in"", ""Paid parking on premises"", ""Washer""]",$84.00,31,180,31,31,180,180,31.0,180.0,,t,11,41,71,346,2025-10-05,0,0,0,69,0,0,0,,,,,,,,,,,f,2,2,0,0,
1319649416178819713,https://www.airbnb.com/rooms/1319649416178819713,20251005230129,2025-10-06,city scrape,The Sweet spot,"Your family will be close to everything when you stay at this centrally-located place. Which is 15 minutes from the city center,12 minutes from the airport, 10 minutes from Crossgate mall, and Albany Med, 7 mins from St Peter’s Hospital, 5 minutes from university at Albany. You can never be late. An ideal spot for travel nurses, visiting professionals family vacations and graduation stays.",,https://a0.muscache.com/pictures/hosting/Hosting-1319649416178819713/original/2168959d-4e24-4548-ba4f-8f4e3d36cc6a.jpeg,252422913,https://www.airbnb.com/users/show/252422913,Dennis,2019-03-31,"Albany, NY",Hi My name is Dennis and I love nature,within an hour,100%,100%,f,https://a0.muscache.com/im/pictures/user/User/original/e6153d91-21bf-4a47-ab9a-485a71f4ab43.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User/original/e6153d91-21bf-4a47-ab9a-485a71f4ab43.jpeg?aki_policy=profile_x_medium,,1,1,"['email', 'phone']",t,t,,FIFTEENTH WARD,,42.67077854215789,-73.82525054567722,Entire rental unit,Entire home/apt,6,1.0,1 bath,3,3,"[""Wine glasses"", ""Frigidaire  oven"", ""Bathtub"", ""Private entrance"", ""Electric stove"", ""Dishes and silverware"", ""Dishwasher"", ""Bluetooth sound system"", ""Coffee maker: pour-over coffee"", ""Keypad"", ""Exterior security cameras on property"", ""Hot water"", ""Microwave"", ""Shower gel"", ""Kitchen"", ""Wifi"", ""Dining table"", ""Self check-in"", ""Housekeeping available from 11:30\u202fAM to 3:00\u202fPM - available at extra cost"", ""Central heating"", ""Hot water kettle"", ""Long term stays allowed"", ""Carbon monoxide alarm"", ""Pets allowed"", ""TV"", ""Toaster"", ""Laundromat nearby"", ""Smoke alarm"", ""Hangers"", ""Ceiling fan"", ""Outdoor dining area"", ""Fire extinguisher"", ""Coffee"", ""Dove body soap"", ""Central air conditioning"", ""Freezer"", ""Blender"", ""Rice maker"", ""Iron"", ""Free driveway parking on premises \u2013 3 spaces"", ""Private patio or balcony"", ""Frigidaire  refrigerator""]",$120.00,2,1125,1,2,1125,1125,2.0,1125.0,,t,0,14,44,133,2025-10-06,4,4,0,41,0,24,2880,2025-04-14,2025-08-03,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,f,1,1,0,0,0.68
1325491259534107672,https://www.airbnb.com/rooms/1325491259534107672,20251005230129,2025-10-05,city scrape,Walk to Washington Park: Remote Work-Ready Apt!,"Traveling Medical Professionals Welcome | Near Restaurants & Green Spaces | Spacious Interior<br /><br />Clock out and kick back at this centrally located, 3-bedroom, 1-bath Albany vacation rental! Just a short walk from Washington and Lincoln Parks, this apartment ensures easy access to outdoor adventures, local attractions, and city charm. When 5 o'clock hits, catch a show at MVP Arena or treat yourself to retail therapy at Crossgates Mall. A memorable trip awaits — book today!",- Walk to Albany Medical Center<br />- Less than 1 mile to New York State Museum<br />- 1-3 miles to Tivoli Lake Preserve & Albany County Helderberg-Hudson Rail Trail<br />- 2 miles to MVP Arena<br />- 3-7 miles to Capital Hills at Albany & Pheasant Hollow Golf Course<br />- 5 miles to Crossgates Mall<br />- 10 miles to Albany International Airport,https://a0.muscache.com/pictures/prohost-api/Hosting-1325491259534107672/original/112ee67b-fa37-4b9d-ad22-97353aebc119.jpeg,121680792,https://www.airbnb.com/users/show/121680792,Evolve,2017-03-20,United States,"Hi! We’re Evolve, the hospitality team that helps you rest easy when you rent a private, professionally cleaned home from us.

We promise your rental will be clean, safe, and true to what you saw on Airbnb or we'll make it right. Check-ins are always smooth, and we're here 24/7 to answer any questions or help you find the perfect property.",within an hour,100%,100%,f,https://a0.muscache.com/im/pictures/user/User-121680792/original/62151d0c-7ad7-4639-bc42-20b0320d302e.png?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-121680792/original/62151d0c-7ad7-4639-bc42-20b0320d302e.png?aki_policy=profile_x_medium,Highland Lakes,1250,2692,"['email', 'phone']",t,t,Neighborhood highlights,SIXTH WARD,,42.6551361,-73.7737125,Entire rental unit,Entire home/apt,6,1.0,1 bath,3,3,"[""Private entrance"", ""Coffee maker"", ""Oven"", ""Dishes and silverware"", ""Refrigerator"", ""Cooking basics"", ""Essentials"", ""Hot water"", ""Bed linens"", ""Microwave"", ""Kitchen"", ""Wifi"", ""Dining table"", ""Central heating"", ""Carbon monoxide alarm"", ""TV"", ""Shampoo"", ""First aid kit"", ""Free parking on premises"", ""Smoke alarm"", ""Hangers"", ""Fire extinguisher""]",$97.00,2,1125,2,5,1125,1125,2.7,1125.0,,t,22,52,82,357,2025-10-05,3,3,1,80,0,18,1746,2025-05-10,2025-09-14,4.0,4.0,2.67,4.33,2.67,4.33,4.0,,t,6,6,0,0,0.60
1328247359330291677,https://www.airbnb.com/rooms/1328247359330291677,20251005230129,2025-10-05,city scrape,The Whisky House,"Welcome to the Whisky House! Featuring 3 floors with plenty of space to host a corporate event or celebrate with loved ones. Walking distance from downtown and Center Square nightlife, the Whiskey House is the perfect location for a bachelor or bachelorette party, birthday celebration getaway, anniversary, you name it! Whatever the occasion, the Whiskey House is your home away from home.<br /><br />*We DO NOT have a full size stove/oven - pocket kitchen with smaller amenities (microwave/fridge) available*",,https://a0.muscache.com/pictures/miso/Hosting-1328247359330291677/original/d38b9cae-6b93-400d-b5ce-1e431e8bc31d.jpeg,666182267,https://www.airbnb.com/users/show/666182267,Tyler,2024-12-09,,"",within an hour,100%,100%,t,https://a0.muscache.com/im/pictures/user/User/original/6db92a90-481c-417e-803f-cfa326331138.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User/original/6db92a90-481c-417e-803f-cfa326331138.jpeg?aki_policy=profile_x_medium,Capitol Hill,1,1,"['email', 'phone']",t,t,,SIXTH WARD,,42.65015,-73.76337,Entire home,Entire home/apt,8,1.5,1.5 baths,3,3,"[""Wine glasses"", ""Air conditioning"", ""Heating"", ""Dishes and silverware"", ""Dishwasher"", ""Coffee maker: drip coffee maker, Keurig coffee machine"", ""Kitchenette"", ""Keypad"", ""Essentials"", ""Hot water"", ""Bed linens"", ""Shower gel"", ""Extra pillows and blankets"", ""Wifi"", ""Microwave"", ""Self check-in"", ""Long term stays allowed"", ""Carbon monoxide alarm"", ""TV"", ""Conditioner"", ""Toaster"", ""Shampoo"", ""First aid kit"", ""Smoke alarm"", ""Fire extinguisher"", ""Washer \u2013\u00a0In unit"", ""Coffee"", ""Paid parking lot off premises"", ""Free street parking"", ""Iron"", ""Dryer \u2013\u00a0In unit"", ""Hair dryer"", ""Dedicated workspace""]",$129.00,2,365,2,2,365,365,2.0,365.0,,t,23,49,77,257,2025-10-05,24,24,3,75,0,144,18576,2025-02-06,2025-10-05,4.75,4.78,4.74,4.78,4.96,4.91,4.74,,f,1,1,0,0,2.98
